date,text,likes,retweets,link
2018-07-19,Esta semana estivemos no Vale do Ribeira - SP. Oportunidade para conversar com produtores  responsáveis por emprego e renda na Região. Seguimos realizando outras agendas Brasilzão adentro. Um forte abraço a todos! Com @BolsonaroSP https://t.co/NNKrQ9iiLc,1353,212,https://twitter.com/jairbolsonaro/status/1019812640577802240
2018-07-19,Apagou mas temos o print da clara expressão de amor ao próximo: https://t.co/jU4cxr7Tji,4047,720,https://twitter.com/jairbolsonaro/status/1019808853830111232
2018-07-19,“Seje menas” 😍 https://t.co/pqjrZ6d8MM,1927,444,https://twitter.com/jairbolsonaro/status/1019802662357921793
2018-07-19,"RT @bernardopkuster: @jairbolsonaro, dá uma forcinha na divulgação do meu filme sobre Teologia da Libertação!
https://t.co/PATvJ1WqMm",0,391,https://twitter.com/jairbolsonaro/status/1019775856359690240
2018-07-19,"@Ilisp_org Pessoal, vocês foram na minha página criticar uma ironia e apagaram o comentário! Coisa feia! Continuem fazendo o bom trabalho de mostrar quem são! Boa sorte com o candidato de vocês, sem cheiro, sem gosto, mas muito astuto! Um forte abraço!",5077,630,https://twitter.com/jairbolsonaro/status/1019769464647233538
2018-07-19,"@Ilisp_org Ironia! Alguêm tem que desenhar ou vão sempre se fazer de bobos, ou são mesmo, para beneficiar os “amigos”?",1016,84,https://twitter.com/jairbolsonaro/status/1019766863641960448
2018-07-18,"RT @CarlosBolsonaro: O @JornalOGlobo publica matéria fake em que Bolsonaro teria doado R$1 para campanha de lulla. Pois bem, fiz rápida pes…",0,768,https://twitter.com/jairbolsonaro/status/1019726354340892673
2018-07-18,"Pelo amor de Deus, O GLOBO! A que ponto chegarão? https://t.co/j9QiQQLJd0",6316,1400,https://twitter.com/jairbolsonaro/status/1019720687005655040
2018-07-18,Via @business - BOLSONARO É APLAUDIDO POR HOMENS DE NEGÓCIOS BRASILEIROS COMO PRESIDENTE VIÁVEL. https://t.co/fOg4ldmR5C,3646,779,https://twitter.com/jairbolsonaro/status/1019675163930095616
2018-07-18,A TOLERÂNCIA... via @odiodobem https://t.co/8PkDGBBch0,5159,1035,https://twitter.com/jairbolsonaro/status/1019644634660827137
2018-07-18,PESQUISA ELEIÇÕES 2018 - SÃO PAULO https://t.co/XKnFDnSgsg,3710,732,https://twitter.com/jairbolsonaro/status/1019622367868448769
2018-07-18,"Marco Antonio Villa dando credibilidade à fake news. @augustosnunes desmente, ao vivo, o caso Rocinha. https://t.co/XyM0PeUYFZ",4010,1138,https://twitter.com/jairbolsonaro/status/1019580534903791618
2018-07-18,Converdando com produtores do Vale do Ribeira - SP. https://t.co/BIIaf7TzK3,1074,158,https://twitter.com/jairbolsonaro/status/1019568788310839296
2018-07-18,RT @JoelAlexandre_M: Bolsonaro fala a verdade para Genuíno https://t.co/NsiZhDljQs,0,677,https://twitter.com/jairbolsonaro/status/1019554142740799491
2018-07-18,"Segundo marketeiro do DEM, estamos perdendo 20% de eleitores por mês. Creio que hoje devemos estar com uns - 80%. Será? KkkK https://t.co/Vsmyu512tO",6182,959,https://twitter.com/jairbolsonaro/status/1019550604023287810
2018-07-18,"#DESESPERO: Durante Foro de SP realizado este ano em Cuba, guerrilheira Dilma discursa, ou pelo menos tenta, expondo a preocupação do crescimento da Direita na América Latina e no mundo. via youtube: https://t.co/X35rN8fEvt",1872,373,https://twitter.com/jairbolsonaro/status/1019548162514735104
2018-07-18,RT @CarlosBolsonaro: Rede Globo defende que pedofilia é doença: https://t.co/v6q1qL1vkC,0,2035,https://twitter.com/jairbolsonaro/status/1019372258228400128
2018-07-18,@Wellington_WBC Um abraço aos amigos de Rio das Ostras - RJ!,78,3,https://twitter.com/jairbolsonaro/status/1019372031501045760
2018-07-18,"@antoniobelluci1 Um forte abraço, Vilhena - RO!",62,2,https://twitter.com/jairbolsonaro/status/1019371908947640326
2018-07-17,@Giulianos21 Um forte abraço para Natal! 👍🏻,35,2,https://twitter.com/jairbolsonaro/status/1019369845006258177
2018-07-17,"E conhecereis a verdade, e a verdade vos libertará! 👍🏻 https://t.co/QXffJeWuz2",5791,1227,https://twitter.com/jairbolsonaro/status/1019368028822261760
2018-07-17,RT @neusamandrade: @GABRlELPlNHElRO E essa! https://t.co/eXpRO7P7hx,0,125,https://twitter.com/jairbolsonaro/status/1019366334302474240
2018-07-17,RT @jairbolsonaro: As mulheres gaúchas estão com Bolsonaro. Obrigado Rio Grande do Sul. https://t.co/eOgYtKr8Xw,0,1200,https://twitter.com/jairbolsonaro/status/1019364463252856839
2018-07-17,Um abraço a todos de Pacajus - CE. 👍🏻 https://t.co/YXLHGoomA3,2629,456,https://twitter.com/jairbolsonaro/status/1019361292640014339
2018-07-17,"RT @BolsonaroSP: Dória @jdoriajr diz que Sônia Racy não trabalha para ele, mas quando tentam convidar Paulo Guedes para o seu programa o co…",0,631,https://twitter.com/jairbolsonaro/status/1019355694238175232
2018-07-17,BAIXO NÍVEL: Funcionária de João Dória/PSDB calunia Jair Bolsonaro no jornal O Estado de São Paulo na tentativa de desgasta-lo com sua esposa e mulheres do Brasil. https://t.co/3aUvF3AOYe,6845,1954,https://twitter.com/jairbolsonaro/status/1019321433166671876
2018-07-17,Com o amor se combate o ódio: https://t.co/Itq7IvFvKr,3386,684,https://twitter.com/jairbolsonaro/status/1019272023049154562
2018-07-17,"Em 2005 protestando, dentro do plenário, contra o Mensalão do PT. https://t.co/IPohlRej3t",6338,1448,https://twitter.com/jairbolsonaro/status/1019211841015250944
2018-07-17,Que trabalho sensacional do Sidomar . Um forte abraço e que capricho! 👍🏻 https://t.co/nQycq6HUwx,5082,410,https://twitter.com/jairbolsonaro/status/1019039152967471105
2018-07-16,Presidente/Pesquisa/DF. https://t.co/1u6y5HYcwp,5339,1084,https://twitter.com/jairbolsonaro/status/1018913913407238145
2018-07-16,"RT @BonoroPistola: Hoje, 15/07/18, o @EstadaoPolitica  publicou 7 (sete) reportagens
Em uma delas, dá voz a Roberto Romano, que assinou o…",0,220,https://twitter.com/jairbolsonaro/status/1018837069722988544
2018-07-16,RT @RenovaMidia: #Paris em chamas: vandalismo toma conta da capital da #França após título na Copa do Mundo https://t.co/dVKxc6Uwzk https:/…,0,883,https://twitter.com/jairbolsonaro/status/1018831963061473280
2018-07-16,Prefeito de Ilha Solteira/SP - DEM - manda derrubar outdoor de Jair Bolsonaro. O TSE não considera campanha antecipada o uso de outdoor. https://t.co/gf3O1UWW1b,5618,1215,https://twitter.com/jairbolsonaro/status/1018821403435589632
2018-07-15,@Giugornati Kkkkkkk,646,71,https://twitter.com/jairbolsonaro/status/1018538047950999554
2018-07-15,O Foro de SP não é brincadeira. @OdeCarvalho já denunciava há muito o plano de manutenção de poder de seus componentes! https://t.co/s4j7ZmuHjJ,3568,992,https://twitter.com/jairbolsonaro/status/1018537841134063616
2018-07-15,"Obrigado pela confiança, amigos produtores de Sidrolândia - MS! https://t.co/Bd2igRrmUs",10480,1953,https://twitter.com/jairbolsonaro/status/1018536357390635014
2018-07-15,Um bom domingo a todos. Nosso maior bem é a nossa Liberdade. LUTE POR ELA. https://t.co/qf4nmDZ4w9,6931,1310,https://twitter.com/jairbolsonaro/status/1018473362656579585
2018-07-14,Você sabe o que é o Foro de SP? basicamente é roubar seu dinheiro para manutenção no poder de alinhados políticos e muito mais como descrito na imagem. Pesquisem e se informem sobre este perigo que destrói o Brasil há décadas e pode acabar com nossa liberdade brevemente: https://t.co/6HnnjhHkS8,9333,3307,https://twitter.com/jairbolsonaro/status/1018274660163743744
2018-07-14,Cavalgada. 🐴🐎🐂. Bragança/Pará. 👍🏻🇧🇷 https://t.co/1KhDWK6hhh,1757,310,https://twitter.com/jairbolsonaro/status/1018151514513305607
2018-07-14,FHC faz apelo para PT e PSDB somarem forças. https://t.co/gL7AGbjQsl https://t.co/68eTLp1ib2,4906,1379,https://twitter.com/jairbolsonaro/status/1018111181393940481
2018-07-14,Somos um só povo! https://t.co/l37iSsRgFK,4795,1004,https://twitter.com/jairbolsonaro/status/1018082080465571840
2018-07-13,"“Santo” entre aspas também é uma ironia ou pode ser um codinome, assim como cremos que chuchu siga a mesma linha. Note que a lingua portuguesa permite diversas contextualizações e podem ser usadas de muitas maneiras!",3810,565,https://twitter.com/jairbolsonaro/status/1017899446150074369
2018-07-13,RT @CarlosBolsonaro: Esse beócios só esqueceram de dizer que poderia ser uma ironia quanto a legenda “de que tenham fé com lula livre e can…,0,400,https://twitter.com/jairbolsonaro/status/1017896768116330496
2018-07-13,É deste tipo de gente que os poucos barulhentos têm pena ou são alinhados! Isto vai mudar! https://t.co/m4ZLsDvwNV,7404,2027,https://twitter.com/jairbolsonaro/status/1017895968740691969
2018-07-13,"Obrigado Pará!!! Para maiores detalhes sobre nossa passagem no Estado acesse nosso facebook, youtube e instagram! Meu muito obrigado pela consideração de todos! https://t.co/n9SVKzUmL7",3589,588,https://twitter.com/jairbolsonaro/status/1017869056798584832
2018-07-13,RT @o_antagonista: Bolsonaro pode manter Mansueto Almeida e Ilan Goldfajn https://t.co/rmTVnj4Ffi,0,174,https://twitter.com/jairbolsonaro/status/1017797086081880065
2018-07-13,JAIR BOLSONARO: entrevista à TV Cidade Verde (temas atuais). https://t.co/iKWo5Z3dAa,1271,265,https://twitter.com/jairbolsonaro/status/1017786999074361349
2018-07-12,Bolsonaro em Marabá - PA (12/07/2018) 👍🏻🇧🇷. https://t.co/dnNH6tEY3y,4508,922,https://twitter.com/jairbolsonaro/status/1017508901523206145
2018-07-12,RT @JoelAlexandreM: Jair Bolsonaro fala sobre o Lula em Marabá/PA https://t.co/dNYqhIOI7N,0,452,https://twitter.com/jairbolsonaro/status/1017506392243163139
2018-07-12,"RT @BolsonaroSP: REPRESENTEI CONTRA DEPUTADOS PETISTAS QUE TENTARAM SOLTAR LULA
Entramos ontem c/ representação no conselho de ética da Câ…",0,708,https://twitter.com/jairbolsonaro/status/1017475140425306112
2018-07-12,Tire suas conclusões: https://t.co/gM7X42aswE,4435,1109,https://twitter.com/jairbolsonaro/status/1017418271514136576
2018-07-12,"Hoje, quinta-feira, às 13h, pousaremos em Marabá/PA. Meu muito obrigado a todos pelo apoio e consideração. Com @EderMauroPA https://t.co/HhcbuYPQEP",2676,459,https://twitter.com/jairbolsonaro/status/1017380016357871616
2018-07-11,RT @moura_101: GREG NEWS | BOLSONARO - Mentiras da BOQUITA!!! https://t.co/UbVif2GLIG via @YouTube,0,141,https://twitter.com/jairbolsonaro/status/1017182680058916872
2018-07-11,Link no youtube: https://t.co/PkA8O8pXl7 https://t.co/eCwr4acyIe,3072,701,https://twitter.com/jairbolsonaro/status/1017177348792299520
2018-07-11,"RT @BolsonaroSP: MORO, O NOVO USTRA? 
A esquerda sempre tenta reescrever a história. Em 1964 e 2016 falam q foi golpe. Se nos omitirmos am…",0,658,https://twitter.com/jairbolsonaro/status/1017058230902587392
2018-07-11,O amor..... https://t.co/W02l2nWXNn,6253,1150,https://twitter.com/jairbolsonaro/status/1017017344319741953
2018-07-11,☝🏻👉🏻 https://t.co/Ih6oDne37H,2720,429,https://twitter.com/jairbolsonaro/status/1017009201221193733
2018-07-10,"Parabéns pelo aniversário @bolsonarosp . Siga o bom caminho, Moleque! Abraço! https://t.co/1O8slK0nZD",5170,497,https://twitter.com/jairbolsonaro/status/1016730325194543105
2018-07-10,O perfil da jornalista no twitter: @Saaalles,712,106,https://twitter.com/jairbolsonaro/status/1016644275063410689
2018-07-10,Por Fernanda Salles (@tercalivre ) - Ativismo judicial: o fim da propriedade privada e do voto impresso. https://t.co/w4JRKYByEH,1513,364,https://twitter.com/jairbolsonaro/status/1016634998907179008
2018-07-09,"Não se trata de discurso simplista, mas realista. https://t.co/UidgdzI7rD",4644,1218,https://twitter.com/jairbolsonaro/status/1016457320258301953
2018-07-09,"Olhe quem está por trás do HC do Lula... Tão grave quanto a corrupção... É o aparelhamento das instituições no Brasil. A esquerda, ao contrário como muitos pensam, está melhor preparada que o pré 1964... https://t.co/BXRTW5DeKM",7444,1997,https://twitter.com/jairbolsonaro/status/1016304115041947649
2018-07-09,Marco Antonio Villa e Jair Bolsonaro falam sobre o HC de Lula e o Poder Judiciário. https://t.co/4HJ7YPeIUe,1791,331,https://twitter.com/jairbolsonaro/status/1016291491201855488
2018-07-09,"RT @IrmaosDeDireita: Bolsonaro você vai fazer alguma regulação da imprensa? 
- Não, será 100% livre 
Lula diz que vai regular a imprensa.…",0,385,https://twitter.com/jairbolsonaro/status/1016160354827669505
2018-07-08,O “HC de Lula”: pior que a corrupção no Brasil é a questão ideológica.,4317,632,https://twitter.com/jairbolsonaro/status/1016105591192866816
2018-07-08,"Caso a PEC da ""bengala"" não tivesse sido aprovada e Dilma impedida, esse petista do TRF-4 hoje seria ministro do STF. Cabe hoje ao Lula contar com a eleição de alguém que lhe garanta o indulto para 2019. E todos sabem quem são estes possíveis!",8951,2010,https://twitter.com/jairbolsonaro/status/1016103551473504256
2018-07-08,"Grande abraço, Luiz Paulo!!! https://t.co/348kN9kn7D",3216,538,https://twitter.com/jairbolsonaro/status/1015890629879099392
2018-07-08,Um grande abraço à Uruçuca - BA. 👍🏻 https://t.co/H7uKQ4PpDH,1697,205,https://twitter.com/jairbolsonaro/status/1015795438153359360
2018-07-08,"Parabéns por mais esta vitória, Guerreiro! 👍🏻🇧🇷 @BorrachinhaMMA https://t.co/3NsveEWySG",6363,549,https://twitter.com/jairbolsonaro/status/1015777826568536064
2018-07-07,Amigos de São Leopoldo/RS: nosso muito obrigado pela confiança e consideração. https://t.co/2nYgSl41p7,4920,829,https://twitter.com/jairbolsonaro/status/1015537772483039233
2018-07-07,@CarlosBolsonaro Valeu Moleque! 👍🏻,1516,80,https://twitter.com/jairbolsonaro/status/1015535268932268032
2018-07-07,Entrevista completa: Mariana Godoy entrevista Jair Bolsonaro (06/07/2018). https://t.co/A9SMlamHef,1845,464,https://twitter.com/jairbolsonaro/status/1015516289308266496
2018-07-06,"Nessa sexta, 06/julho, às 23h, estarei na RedeTV. Entrevistado por Mariana Godoy. https://t.co/KNtRlRo5D3",4470,808,https://twitter.com/jairbolsonaro/status/1015347466500263937
2018-07-06,"@filgmartin Boa sorte, Garoto! Um abraço!",758,33,https://twitter.com/jairbolsonaro/status/1015208523033178112
2018-07-06,"Em sabatina na CNI, enquanto O Globo diz que ele evitou responder perguntas, o Correio Braziliense publica que o mesmo foi aplaudido por 10 vezes. O GLOBO COMO SEMPRE MENTINDO SOBRE BOLSONARO. https://t.co/ovobxDfPdf",4540,1190,https://twitter.com/jairbolsonaro/status/1015201561075740672
2018-07-05,"TV estatal venezuelana nos ataca com a mesma fakenews promovida no Brasil. Levando-se em conta os envolvidos e as boçais mentiras habituais, temos a certeza de estarmos no caminho certo. https://t.co/XtTok7p6Mm",4525,864,https://twitter.com/jairbolsonaro/status/1014934171767197698
2018-07-05,@za_politiko Exato!,10,0,https://twitter.com/jairbolsonaro/status/1014879279035895808
2018-07-05,"O politicamente correto é uma das táticas da esquerda para fazer o que sempre fizeram em países que implementaram seu plano de poder: aos simpatizantes tudo, aos adversários a forca e à população o controle, a mordaça e nada mais.",10138,2383,https://twitter.com/jairbolsonaro/status/1014877760433655808
2018-07-05,RT @CarlosBolsonaro: Bolsonaro celebra o fim do roubo do imposto sindical obrigatório e os demais silenciam. Por que será? https://t.co/NgD…,0,513,https://twitter.com/jairbolsonaro/status/1014850811099271170
2018-07-05,@maepatriota Bom Dia! 👍🏻,193,5,https://twitter.com/jairbolsonaro/status/1014822145808093185
2018-07-05,👍🏻 https://t.co/Rv4G3foCzO,6451,847,https://twitter.com/jairbolsonaro/status/1014818685016592384
2018-07-05,"RT @Rumbo_Libertad: Rumbo Libertad participará en la ""Cumbre Conservadora de las Américas” en contraparte al Foro de Sao Paulo 
Link del v…",0,203,https://twitter.com/jairbolsonaro/status/1014699351745187840
2018-07-05,PESQUISA ELEIÇÕES - ESPÍRITO SANTO: https://t.co/DNlvIzv5EA,4370,913,https://twitter.com/jairbolsonaro/status/1014688953474142208
2018-07-04,Jair Bolsonaro: sabatina com presidenciáveis na Confederação Nacional da Indústria. Assista: https://t.co/G6rZtdHv1N,2074,384,https://twitter.com/jairbolsonaro/status/1014619732404850689
2018-07-04,Folha de São Paulo publica mais uma fakenews e é respondida no plenário da Câmara dos Deputados. https://t.co/ZPwUzEMq6e,6077,1644,https://twitter.com/jairbolsonaro/status/1014587940838821888
2018-07-04,"Sem estardalhaço, nossa equipe econômica tem feito um ótimo trabalho de esclarecimento, focados nos interesses saudáveis dos produtores e geradores de empregos do país. Logo, tais aproximações tornam-se naturais! https://t.co/hr9fg6OoeP",4581,977,https://twitter.com/jairbolsonaro/status/1014487100681539584
2018-07-04,"RT @CarlosBolsonaro: ISENÇÃO MIDIÁTICA? Bolsonaro sendo recepcionado por MILHARES em aeroportos das 5 regiões do país, a mídia se cala. UMA…",0,1653,https://twitter.com/jairbolsonaro/status/1014457688439312384
2018-07-03,Segue o link no facebook: https://t.co/iIeoxLrqWc,1512,308,https://twitter.com/jairbolsonaro/status/1014288947445420032
2018-07-03,Infelizmente o youtube retirou o vídeo do ar de uma maneira rápida jamais vista!,5279,752,https://twitter.com/jairbolsonaro/status/1014288517592215552
2018-07-03,"A Folha de São Paulo diz que fui xingado por eleitores no aeroporto de Congonhas. A farsa do mau jornalismo é desmontada pelas imagens. Uma senhora, em possível estado de embriaguez, dá seu show particular. https://t.co/03jWy2f2tp",6567,1769,https://twitter.com/jairbolsonaro/status/1014252483311435776
2018-07-03,DIREITA se organiza e contrapõe o Foro de SP. https://t.co/ne33Uc0f8T,2023,472,https://twitter.com/jairbolsonaro/status/1014106141398327297
2018-07-03,"- A continência.
- O respeito à Bandeira.
- O coração de um povo.
- Viva nossa Marinha.
- Viva o Brasil. https://t.co/DCYpjD0Fxi",3160,429,https://twitter.com/jairbolsonaro/status/1014090743663742976
2018-07-03,Surpresa muito bacana de Cruz Alta/Rio Grande do SUL. Obrigado pela consideração! 👍🏻 https://t.co/RTxDV3hj6w,6108,1419,https://twitter.com/jairbolsonaro/status/1013953898376286214
2018-07-02,RT @PauloMartins10: Economista de Bolsonaro tem a receita certa para consertar o Brasil. Conter os gastos estatais e reduzir a presença do…,0,1709,https://twitter.com/jairbolsonaro/status/1013813853883371521
2018-07-02,"“Não há covardia mais torpe que a covardia da inteligência, a burrice voluntária, a recusa de juntar os pontos e enxergar o sentido geral dos fatos.” @OdeCarvalho",6357,1236,https://twitter.com/jairbolsonaro/status/1013813124770729987
2018-07-02,"CÚPULA CONSERVADORA DAS AMÉRICAS: Sábado, 28 de julho, Foz do Iguaçu/PR. Um marco pelas liberdades. Por @BolsonaroSP . Estaremos lá! https://t.co/RqJWtiYiKN",2536,654,https://twitter.com/jairbolsonaro/status/1013753954973429760
2018-07-01,"O amor, a paz, a compreensão, o carinho, a educação... https://t.co/Y8l9I3lgk8",11270,2262,https://twitter.com/jairbolsonaro/status/1013547086288248832
2018-07-01,"Fortaleza/CE, muda Brasil. Um abraço, meu Nordeste. https://t.co/1jkdlMmb4w",2530,503,https://twitter.com/jairbolsonaro/status/1013545651488116737
2018-07-01,"Para FHC, que é contra a prisão de Lula, democracia é quando seus amigos estão se locupletando no poder, e ditadura quando a oposição ameaça chegar ao governo pelo voto. https://t.co/iJVbOSt4v5",4767,1251,https://twitter.com/jairbolsonaro/status/1013524424501407746
2018-07-01,Entrevista para a TV Cidade Ceará. https://t.co/eeq47gTVZA,1226,242,https://twitter.com/jairbolsonaro/status/1013467785618493441
2018-07-01,"O homem que negociou com o que há de pior na política a reeleição, agora tropeça na própria língua e empáfia. https://t.co/EsKuOMpVCZ",7975,2034,https://twitter.com/jairbolsonaro/status/1013419705875550208
2018-07-01,"@UgoAlbert0 @OdeCarvalho @padre_paulo @moura_101 @bernardopkuster @Tradutores Boa noite, Alberto 👍🏻.",155,3,https://twitter.com/jairbolsonaro/status/1013237639737233408
2018-07-01,"Canais do youtube como os de @OdeCarvalho , @padre_paulo @moura_101 , @bernardopkuster , @tradutores e tantos outros são ótimas fontes de informação que contrapõem muitos pontos omitidos pela maior parte da grande mídia! Boa noite a todos! 👍🏻",5331,1114,https://twitter.com/jairbolsonaro/status/1013237388213194752
2018-06-30,"RT @BolsonaroSP: PRESIDENTE ELEITO DA COLÔMBIA PEDE QUE PAÍSES SAIAM DA UNASUL👏
Iván Duque @IvanDuque começa bem! UNASUL é o nome fantasia…",0,678,https://twitter.com/jairbolsonaro/status/1013202400549785600
2018-06-30,"Na programação do Festival de Inverno de Garanhuns/PE, a exibição da peça ""O Evangelho segundo Jesus, a rainha dos céus."" A quem interessa retratar a imagem de Cristo como transexual? Isso é liberdade de expressão? É arte? É cultura? Nosso repúdio e protesto. Deus salve o Brasil.",8414,1728,https://twitter.com/jairbolsonaro/status/1013168711409299457
2018-06-30,RT @BolsonaroSP: Há uma relação direta entre a baixa qualidade do ensino e o alto nível de doutrinação nas salas de aula. Paulo Freire simb…,0,542,https://twitter.com/jairbolsonaro/status/1013044834272243712
2018-06-30,RT @CarlosBolsonaro: Comentário de @BlogDoPim sobre os presidenciáveis e o fim do imposto sindical: https://t.co/dL45facuZP,0,578,https://twitter.com/jairbolsonaro/status/1013044518319480833
2018-06-30,Em 1974: Academia Militar das Agulhas Negras (AMAN)👍🏻. https://t.co/WTu3TTeH6D,7985,903,https://twitter.com/jairbolsonaro/status/1013018215419645952
2018-06-29,"RT @RenovaMidia: A Rede Globo cobriu o lançamento da pré-candidatura de quase todos os presidenciáveis, menos o de Jair Bolsonaro. 
Mesmo…",0,948,https://twitter.com/jairbolsonaro/status/1012810028464689153
2018-06-29,@naosoumario Valeu Thiago 👍🏻.,68,10,https://twitter.com/jairbolsonaro/status/1012711867859398656
2018-06-29,"O brasileiro respira aliviado com a decisão do STF pela não obrigatoriedade do imposto sindical? Sim, mas ainda é muito pouco para quem trabalha grande parte do ano só para pagar tributos e sustentar a máquina corrupta que não traz retorno algum para nosso país.",12326,2485,https://twitter.com/jairbolsonaro/status/1012710922178125824
2018-06-29,Coletiva de imprensa filmada por nós. Elucidamos muitas fakenews e outros pontos neste evento. Assista: https://t.co/P7u5Vp3KEJ,1596,405,https://twitter.com/jairbolsonaro/status/1012635068404305922
2018-06-29,Grato pela consideração @JanainaDoBrasil (Janaína Paschoal). https://t.co/Iv1R8oTgTf,3811,846,https://twitter.com/jairbolsonaro/status/1012623875476279296
2018-06-29,NO CEARÁ!!! https://t.co/Kom9DCjwrv,5599,1208,https://twitter.com/jairbolsonaro/status/1012518993301856257
2018-06-28,Será que a grande mídia divulgará mais esta?,1849,218,https://twitter.com/jairbolsonaro/status/1012458615939182592
2018-06-28,Obrigado Fortaleza- CE. Um grande abraço ao Gigante Nordeste! https://t.co/1v7uWTuSrP,6502,1473,https://twitter.com/jairbolsonaro/status/1012371618977533952
2018-06-28,Tire suas conclusões! https://t.co/USIqUnZ2Mc,5864,1201,https://twitter.com/jairbolsonaro/status/1012309200834301953
2018-06-28,"Tenente Santini da PMESP, diz como quebrar o ciclo da corrupção na política. https://t.co/HihDStwov1",1041,239,https://twitter.com/jairbolsonaro/status/1012300809227374597
2018-06-28,BOM DIA A TODOS! 👍🏻 https://t.co/f7S5SJfsBE,3636,603,https://twitter.com/jairbolsonaro/status/1012274864533762048
2018-06-27,"Dia 28 de junho, quinta-feira, às 11h40, pousaremos no aeroporto de Fortaleza/CE. Obrigado pelo apoio e consideração. 👍🏻 https://t.co/FY0gzGIpdy",4012,779,https://twitter.com/jairbolsonaro/status/1012113816308670465
2018-06-27,RT @CarlosBolsonaro: Bolsonaro sendo sempre malvadão com mulheres e gays 🧟‍♂️🤦‍♂️: https://t.co/tBL5jB0VRX,0,680,https://twitter.com/jairbolsonaro/status/1012111693940449280
2018-06-27,"Competência e caráter estão acima de sexo, raça, sexualidade, classe social, etc. A esquerda divide a sociedade para enfraquecê-la e assim conquistá-la. Nosso desafio é fazer diferente. Vamos lutar para que as pessoas recebam destaque por postura, respeito, qualidades e virtudes. https://t.co/qC6NKHaEu0",5630,1547,https://twitter.com/jairbolsonaro/status/1012025234407477248
2018-06-27,Entrevista @Biakicis - Paulo Guedes e Jair Bolsonaro na busca da Ordem e do Progresso. https://t.co/xc6QcafQea,1445,317,https://twitter.com/jairbolsonaro/status/1011968503442788352
2018-06-27,RT @criticanac: A decisão tomada pela Segunda Turma de soltar José Dirceu foi na verdade um golpe de uma minoria de ministros contra a juri…,0,517,https://twitter.com/jairbolsonaro/status/1011913860545171457
2018-06-26,"O dia de hoje marca exatos 50 anos da morte do Soldado Mario Kozel filho, assassinado em um atentado com carro-bomba organizado pelo grupo comunista e terrorista Vanguarda Popular Revolucionária, ao qual fazia parte Dilma Rousseff.",11201,2914,https://twitter.com/jairbolsonaro/status/1011711247602077697
2018-06-26,"- ""E conhecereis a verdade...
- E a verdade vos libertará.""
- QUILOMBOLAS.
- Gravado em 25/06/2018. https://t.co/UeuFpJoxcf",2115,536,https://twitter.com/jairbolsonaro/status/1011702288002572290
2018-06-26,- PESQUISA ELEIÇÕES PRESIDENCIAIS - ( MINAS GERAIS ) https://t.co/uB2a0y0PKP,5014,1007,https://twitter.com/jairbolsonaro/status/1011602050206060545
2018-06-26,"Opa, um pouco de nossa formação 👍🏻. https://t.co/y820qNttC7",5315,961,https://twitter.com/jairbolsonaro/status/1011558626518077441
2018-06-25,@tradutores_br Link no youtube: https://t.co/HxpROXlBbN,197,25,https://twitter.com/jairbolsonaro/status/1011361392912461824
2018-06-25,RT @tradutores_br: Soros dá sua opinião sobre Trump. Sugere que os democratas vão ganhar de lavada em 2018 e ainda insinua a possibilidade…,0,119,https://twitter.com/jairbolsonaro/status/1011361290303000576
2018-06-25,"Sem fake news e distorções maldosas, propostas e ideias de Bolsonaro ganham simpatia das mulheres. https://t.co/t6NzuYMcuX",7268,1695,https://twitter.com/jairbolsonaro/status/1011338762033549318
2018-06-25,"RT @BolsonaroSP: Escrevam aí, até prefeito de esquerda vai apoiar JB, pois é o único presidenciável que fala em abrir mão do poder. JB vai…",0,514,https://twitter.com/jairbolsonaro/status/1011272867974209536
2018-06-25,Mais um fakenews da imprensa e dos canalhas! A VERDADE SOBRE OS DEBATES. Vídeo de muitos dias atrás! https://t.co/NyrWMK9TG3,3999,1069,https://twitter.com/jairbolsonaro/status/1011225080670629888
2018-06-25,Esse garoto manja de futebol! Kkk 👍🏻 https://t.co/Vi9LCS8OBX,8641,1641,https://twitter.com/jairbolsonaro/status/1011220276011589632
2018-06-25,"CAFÉ COM POLÍTICA: com tempo, sem manipulação e não sendo alvo compensador, mais detalhes sobre quem somos, desta vez ao Blog do Andreson Soares (@andersonlfsoare ). Assista no link: https://t.co/coK9Ro1AnH",1412,269,https://twitter.com/jairbolsonaro/status/1011178178562445313
2018-06-24,"- Paraíba: De acarajé a forró. 
- Bom domingo a todos. https://t.co/NIegMtfHc2",3311,571,https://twitter.com/jairbolsonaro/status/1011012566020128768
2018-06-24,"Obrigado ao xará pela homenagem. Bons tempos de Grupamento de Busca e Salvamento do Corpo de Bombeiros do RJ em 1985, onde ficamos em primeiro lugar no curso de 13 bravos mergulhadores autônomos! 👍🏻 https://t.co/Xc9btZiXdG",4255,692,https://twitter.com/jairbolsonaro/status/1010978752862531586
2018-06-24,Para a direita e para cima! 👍🏻 https://t.co/KA54K4yQFg,7223,1010,https://twitter.com/jairbolsonaro/status/1010906230490091520
2018-06-23,Entrevista Paraíba: Jair Bolsonaro - temas da semana e muito mais. Assista. https://t.co/8K8BEPA2EA,1327,253,https://twitter.com/jairbolsonaro/status/1010616855667597318
2018-06-23,Praça da Bandeira/Campina Grande/PB. Obrigado meu Nordeste. https://t.co/PCztGYV2HW,4370,890,https://twitter.com/jairbolsonaro/status/1010531005692874754
